method,dataset,step_setting,metric,time_type,result,prc_threshold
scNODE embeds,SuoDataset,simple,PRECISION,Real Time,0.17777777777777778,False
scNODE embeds,SuoDataset,simple,RECALL,Real Time,0.8,False
scNODE embeds,SuoDataset,simple,AUC_ROC,Real Time,0.7175675675675676,False
scNODE embeds,GarciaAlonsoDataset,all_paths,threshold,Real Time,0.28877005,False
scNODE embeds,GarciaAlonsoDataset,all_paths,F1,Real Time,0.5384615384615384,False
scNODE embeds,GarciaAlonsoDataset,all_paths,AUC_PRC,Real Time,,False
scNODE embeds,GarciaAlonsoDataset,all_paths,PRECISION,Real Time,0.875,False
scNODE embeds,GarciaAlonsoDataset,all_paths,RECALL,Real Time,0.3888888888888889,False
scNODE embeds,GarciaAlonsoDataset,all_paths,AUC_ROC,Real Time,0.2808641975308642,False
scNODE embeds,GarciaAlonsoDataset,simple,threshold,Real Time,0.012603983,False
scNODE embeds,GarciaAlonsoDataset,simple,F1,Real Time,0.4166666666666667,False
scNODE embeds,GarciaAlonsoDataset,simple,AUC_PRC,Real Time,,False
scNODE embeds,GarciaAlonsoDataset,simple,PRECISION,Real Time,0.2631578947368421,False
scNODE embeds,GarciaAlonsoDataset,simple,RECALL,Real Time,1.0,False
scNODE embeds,GarciaAlonsoDataset,simple,AUC_ROC,Real Time,0.7612903225806451,False
scNODE embeds,MaDataset,all_paths,threshold,Real Time,0.12913166,False
scNODE embeds,MaDataset,all_paths,F1,Real Time,0.875,False
scNODE embeds,MaDataset,all_paths,AUC_PRC,Real Time,,False
scNODE embeds,MaDataset,all_paths,PRECISION,Real Time,1.0,False
scNODE embeds,MaDataset,all_paths,RECALL,Real Time,0.7777777777777778,False
scNODE embeds,MaDataset,all_paths,AUC_ROC,Real Time,0.3650793650793651,False
scNODE embeds,MaDataset,simple,threshold,Real Time,0.12913166,False
scNODE embeds,MaDataset,simple,F1,Real Time,0.8,False
scNODE embeds,MaDataset,simple,AUC_PRC,Real Time,,False
scNODE embeds,MaDataset,simple,PRECISION,Real Time,1.0,False
scNODE embeds,MaDataset,simple,RECALL,Real Time,0.6666666666666666,False
scNODE embeds,MaDataset,simple,AUC_ROC,Real Time,0.7948717948717948,False
scNODE embeds,GarciaAlonsoDataset,all_paths,threshold,Pseudotime,0.03448276,False
scNODE embeds,GarciaAlonsoDataset,all_paths,F1,Pseudotime,0.8372093023255814,False
scNODE embeds,GarciaAlonsoDataset,all_paths,AUC_PRC,Pseudotime,,False
scNODE embeds,GarciaAlonsoDataset,all_paths,PRECISION,Pseudotime,0.72,False
scNODE embeds,GarciaAlonsoDataset,all_paths,RECALL,Pseudotime,1.0,False
scNODE embeds,GarciaAlonsoDataset,all_paths,AUC_ROC,Pseudotime,0.5,False
scNODE embeds,GarciaAlonsoDataset,simple,threshold,Pseudotime,0.015943095,False
scNODE embeds,GarciaAlonsoDataset,simple,F1,Pseudotime,0.5555555555555556,False
scNODE embeds,GarciaAlonsoDataset,simple,AUC_PRC,Pseudotime,,False
scNODE embeds,GarciaAlonsoDataset,simple,PRECISION,Pseudotime,0.38461538461538464,False
scNODE embeds,GarciaAlonsoDataset,simple,RECALL,Pseudotime,1.0,False
scNODE embeds,GarciaAlonsoDataset,simple,AUC_ROC,Pseudotime,0.8580645161290323,False
scNODE embeds,SuoDataset,all_paths,threshold,Pseudotime,0.12073946,False
scNODE embeds,SuoDataset,all_paths,F1,Pseudotime,0.4888888888888889,False
scNODE embeds,SuoDataset,all_paths,AUC_PRC,Pseudotime,,False
scNODE embeds,SuoDataset,all_paths,PRECISION,Pseudotime,0.7857142857142857,False
scNODE embeds,SuoDataset,all_paths,RECALL,Pseudotime,0.3548387096774194,False
scNODE embeds,SuoDataset,all_paths,AUC_ROC,Pseudotime,0.4361673045379989,False
scNODE embeds,SuoDataset,simple,threshold,Pseudotime,0.009300485,False
scNODE embeds,SuoDataset,simple,F1,Pseudotime,0.26666666666666666,False
scNODE embeds,SuoDataset,simple,AUC_PRC,Pseudotime,,False
scNODE embeds,SuoDataset,simple,PRECISION,Pseudotime,0.16,False
scNODE embeds,SuoDataset,simple,RECALL,Pseudotime,0.8,False
scNODE embeds,SuoDataset,simple,AUC_ROC,Pseudotime,0.6387387387387388,False
scNODE embeds,MaDataset,all_paths,threshold,Pseudotime,0.10379956,False
scNODE embeds,MaDataset,all_paths,F1,Pseudotime,0.9,False
scNODE embeds,MaDataset,all_paths,AUC_PRC,Pseudotime,,False
scNODE embeds,MaDataset,all_paths,PRECISION,Pseudotime,0.8181818181818182,False
scNODE embeds,MaDataset,all_paths,RECALL,Pseudotime,1.0,False
scNODE embeds,MaDataset,all_paths,AUC_ROC,Pseudotime,0.4444444444444445,False
scNODE embeds,MaDataset,simple,threshold,Pseudotime,0.10379956,False
scNODE embeds,MaDataset,simple,F1,Pseudotime,0.75,False
scNODE embeds,MaDataset,simple,AUC_PRC,Pseudotime,,False
scNODE embeds,MaDataset,simple,PRECISION,Pseudotime,0.6,False
scNODE embeds,MaDataset,simple,RECALL,Pseudotime,1.0,False
scNODE embeds,MaDataset,simple,AUC_ROC,Pseudotime,0.8717948717948718,False
scNODE embeds,SuoDataset,all_paths,JaccardSimilarity,Real Time,0.654320987654321,False
scNODE embeds,SuoDataset,simple,JaccardSimilarity,Real Time,0.1702127659574468,False
scNODE embeds,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Real Time,0.3684210526315789,False
scNODE embeds,GarciaAlonsoDataset,simple,JaccardSimilarity,Real Time,0.2631578947368421,False
scNODE embeds,MaDataset,all_paths,JaccardSimilarity,Real Time,0.7777777777777778,False
scNODE embeds,MaDataset,simple,JaccardSimilarity,Real Time,0.6666666666666666,False
scNODE embeds,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Pseudotime,0.72,False
scNODE embeds,GarciaAlonsoDataset,simple,JaccardSimilarity,Pseudotime,0.38461538461538464,False
scNODE embeds,SuoDataset,all_paths,JaccardSimilarity,Pseudotime,0.3235294117647059,False
scNODE embeds,SuoDataset,simple,JaccardSimilarity,Pseudotime,0.15384615384615385,False
scNODE embeds,MaDataset,all_paths,JaccardSimilarity,Pseudotime,0.8181818181818182,False
scNODE embeds,MaDataset,simple,JaccardSimilarity,Pseudotime,0.6,False
scNODE embeds,SuoDataset,all_paths,threshold,Real Time,0.023322044,True
scNODE embeds,SuoDataset,all_paths,F1,Real Time,0.7910447761194029,True
scNODE embeds,SuoDataset,all_paths,AUC_PRC,Real Time,0.509862831485581,True
scNODE embeds,SuoDataset,all_paths,PRECISION,Real Time,0.7361111111111112,True
scNODE embeds,SuoDataset,all_paths,RECALL,Real Time,0.8548387096774194,True
scNODE embeds,SuoDataset,all_paths,AUC_ROC,Real Time,0.46282121377802077,True
scNODE embeds,SuoDataset,simple,threshold,Real Time,0.0,True
scNODE embeds,SuoDataset,simple,F1,Real Time,0.16666666666666666,True
scNODE embeds,SuoDataset,simple,AUC_PRC,Real Time,0.2118445649121641,True
scNODE embeds,SuoDataset,simple,PRECISION,Real Time,0.09090909090909091,True
scNODE embeds,SuoDataset,simple,RECALL,Real Time,1.0,True
scNODE embeds,SuoDataset,simple,AUC_ROC,Real Time,0.7175675675675676,True
scNODE embeds,GarciaAlonsoDataset,all_paths,threshold,Real Time,0.024955885,True
scNODE embeds,GarciaAlonsoDataset,all_paths,F1,Real Time,0.6666666666666666,True
scNODE embeds,GarciaAlonsoDataset,all_paths,AUC_PRC,Real Time,0.4311928714442699,True
scNODE embeds,GarciaAlonsoDataset,all_paths,PRECISION,Real Time,0.5,True
scNODE embeds,GarciaAlonsoDataset,all_paths,RECALL,Real Time,1.0,True
scNODE embeds,GarciaAlonsoDataset,all_paths,AUC_ROC,Real Time,0.2808641975308642,True
scNODE embeds,GarciaAlonsoDataset,simple,threshold,Real Time,0.012603983,True
scNODE embeds,GarciaAlonsoDataset,simple,F1,Real Time,0.4166666666666667,True
scNODE embeds,GarciaAlonsoDataset,simple,AUC_PRC,Real Time,0.3426315789473684,True
scNODE embeds,GarciaAlonsoDataset,simple,PRECISION,Real Time,0.2631578947368421,True
scNODE embeds,GarciaAlonsoDataset,simple,RECALL,Real Time,1.0,True
scNODE embeds,GarciaAlonsoDataset,simple,AUC_ROC,Real Time,0.7612903225806451,True
scNODE embeds,MaDataset,all_paths,threshold,Real Time,0.12913166,True
scNODE embeds,MaDataset,all_paths,F1,Real Time,0.875,True
scNODE embeds,MaDataset,all_paths,AUC_PRC,Real Time,0.6338383838383839,True
scNODE embeds,MaDataset,all_paths,PRECISION,Real Time,1.0,True
scNODE embeds,MaDataset,all_paths,RECALL,Real Time,0.7777777777777778,True
scNODE embeds,MaDataset,all_paths,AUC_ROC,Real Time,0.3650793650793651,True
scNODE embeds,MaDataset,simple,threshold,Real Time,0.001003009,True
scNODE embeds,MaDataset,simple,F1,Real Time,0.42857142857142855,True
scNODE embeds,MaDataset,simple,AUC_PRC,Real Time,0.7575757575757576,True
scNODE embeds,MaDataset,simple,PRECISION,Real Time,0.2727272727272727,True
scNODE embeds,MaDataset,simple,RECALL,Real Time,1.0,True
scNODE embeds,MaDataset,simple,AUC_ROC,Real Time,0.7948717948717948,True
scNODE embeds,GarciaAlonsoDataset,all_paths,threshold,Pseudotime,0.03448276,True
scNODE embeds,GarciaAlonsoDataset,all_paths,F1,Pseudotime,0.8372093023255814,True
scNODE embeds,GarciaAlonsoDataset,all_paths,AUC_PRC,Pseudotime,0.5062964569543517,True
scNODE embeds,GarciaAlonsoDataset,all_paths,PRECISION,Pseudotime,0.72,True
scNODE embeds,GarciaAlonsoDataset,all_paths,RECALL,Pseudotime,1.0,True
scNODE embeds,GarciaAlonsoDataset,all_paths,AUC_ROC,Pseudotime,0.5,True
scNODE embeds,GarciaAlonsoDataset,simple,threshold,Pseudotime,0.015943095,True
scNODE embeds,GarciaAlonsoDataset,simple,F1,Pseudotime,0.5555555555555556,True
scNODE embeds,GarciaAlonsoDataset,simple,AUC_PRC,Pseudotime,0.4035897435897436,True
scNODE embeds,GarciaAlonsoDataset,simple,PRECISION,Pseudotime,0.38461538461538464,True
scNODE embeds,GarciaAlonsoDataset,simple,RECALL,Pseudotime,1.0,True
scNODE embeds,GarciaAlonsoDataset,simple,AUC_ROC,Pseudotime,0.8580645161290323,True
scNODE embeds,SuoDataset,all_paths,threshold,Pseudotime,0.0003878976,True
scNODE embeds,SuoDataset,all_paths,F1,Pseudotime,0.6775956284153005,True
scNODE embeds,SuoDataset,all_paths,AUC_PRC,Pseudotime,0.5193965433880701,True
scNODE embeds,SuoDataset,all_paths,PRECISION,Pseudotime,0.512396694214876,True
scNODE embeds,SuoDataset,all_paths,RECALL,Pseudotime,1.0,True
scNODE embeds,SuoDataset,all_paths,AUC_ROC,Pseudotime,0.4361673045379989,True
scNODE embeds,SuoDataset,simple,threshold,Pseudotime,0.0,True
scNODE embeds,SuoDataset,simple,F1,Pseudotime,0.16666666666666666,True
scNODE embeds,SuoDataset,simple,AUC_PRC,Pseudotime,0.16784697328293324,True
scNODE embeds,SuoDataset,simple,PRECISION,Pseudotime,0.09090909090909091,True
scNODE embeds,SuoDataset,simple,RECALL,Pseudotime,1.0,True
scNODE embeds,SuoDataset,simple,AUC_ROC,Pseudotime,0.6387387387387388,True
scNODE embeds,MaDataset,all_paths,threshold,Pseudotime,0.10379956,True
scNODE embeds,MaDataset,all_paths,F1,Pseudotime,0.9,True
scNODE embeds,MaDataset,all_paths,AUC_PRC,Pseudotime,0.5450617283950618,True
scNODE embeds,MaDataset,all_paths,PRECISION,Pseudotime,0.8181818181818182,True
scNODE embeds,MaDataset,all_paths,RECALL,Pseudotime,1.0,True
scNODE embeds,MaDataset,all_paths,AUC_ROC,Pseudotime,0.4444444444444445,True
scNODE embeds,MaDataset,simple,threshold,Pseudotime,0.10379956,True
scNODE embeds,MaDataset,simple,F1,Pseudotime,0.75,True
scNODE embeds,MaDataset,simple,AUC_PRC,Pseudotime,0.5333333333333333,True
scNODE embeds,MaDataset,simple,PRECISION,Pseudotime,0.6,True
scNODE embeds,MaDataset,simple,RECALL,Pseudotime,1.0,True
scNODE embeds,MaDataset,simple,AUC_ROC,Pseudotime,0.8717948717948718,True
scNODE embeds,SuoDataset,all_paths,JaccardSimilarity,Real Time,0.654320987654321,True
scNODE embeds,SuoDataset,simple,JaccardSimilarity,Real Time,0.09090909090909091,True
scNODE embeds,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Real Time,0.5,True
scNODE embeds,GarciaAlonsoDataset,simple,JaccardSimilarity,Real Time,0.2631578947368421,True
scNODE embeds,MaDataset,all_paths,JaccardSimilarity,Real Time,0.7777777777777778,True
scNODE embeds,MaDataset,simple,JaccardSimilarity,Real Time,0.2727272727272727,True
scNODE embeds,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Pseudotime,0.72,True
scNODE embeds,GarciaAlonsoDataset,simple,JaccardSimilarity,Pseudotime,0.38461538461538464,True
scNODE embeds,SuoDataset,all_paths,JaccardSimilarity,Pseudotime,0.512396694214876,True
scNODE embeds,SuoDataset,simple,JaccardSimilarity,Pseudotime,0.09090909090909091,True
scNODE embeds,MaDataset,all_paths,JaccardSimilarity,Pseudotime,0.8181818181818182,True
scNODE embeds,MaDataset,simple,JaccardSimilarity,Pseudotime,0.6,True
scNODE,SuoDataset,all_paths,threshold,Real Time,0.023937808,False
scNODE,SuoDataset,all_paths,F1,Real Time,0.7377049180327869,False
scNODE,SuoDataset,all_paths,AUC_PRC,Real Time,,False
scNODE,SuoDataset,all_paths,PRECISION,Real Time,0.75,False
scNODE,SuoDataset,all_paths,RECALL,Real Time,0.7258064516129032,False
scNODE,SuoDataset,all_paths,AUC_ROC,Real Time,0.5166757791142701,False
scNODE,SuoDataset,simple,threshold,Real Time,0.011036658,False
scNODE,SuoDataset,simple,F1,Real Time,0.26666666666666666,False
scNODE,SuoDataset,simple,AUC_PRC,Real Time,,False
scNODE,SuoDataset,simple,PRECISION,Real Time,0.17142857142857143,False
scNODE,SuoDataset,simple,RECALL,Real Time,0.6,False
scNODE,SuoDataset,simple,AUC_ROC,Real Time,0.6126126126126126,False
scNODE,GarciaAlonsoDataset,all_paths,threshold,Real Time,inf,False
scNODE,GarciaAlonsoDataset,all_paths,F1,Real Time,0.5,False
scNODE,GarciaAlonsoDataset,all_paths,AUC_PRC,Real Time,,False
scNODE,GarciaAlonsoDataset,all_paths,PRECISION,Real Time,1.0,False
scNODE,GarciaAlonsoDataset,all_paths,RECALL,Real Time,0.3333333333333333,False
scNODE,GarciaAlonsoDataset,all_paths,AUC_ROC,Real Time,0.22839506172839508,False
scNODE,GarciaAlonsoDataset,simple,threshold,Real Time,0.11795407,False
scNODE,GarciaAlonsoDataset,simple,F1,Real Time,0.26666666666666666,False
scNODE,GarciaAlonsoDataset,simple,AUC_PRC,Real Time,,False
scNODE,GarciaAlonsoDataset,simple,PRECISION,Real Time,0.2,False
scNODE,GarciaAlonsoDataset,simple,RECALL,Real Time,0.4,False
scNODE,GarciaAlonsoDataset,simple,AUC_ROC,Real Time,0.4709677419354838,False
scNODE,MaDataset,all_paths,threshold,Real Time,0.5416249,False
scNODE,MaDataset,all_paths,F1,Real Time,0.6666666666666666,False
scNODE,MaDataset,all_paths,AUC_PRC,Real Time,,False
scNODE,MaDataset,all_paths,PRECISION,Real Time,0.8333333333333334,False
scNODE,MaDataset,all_paths,RECALL,Real Time,0.5555555555555556,False
scNODE,MaDataset,all_paths,AUC_ROC,Real Time,0.36507936507936506,False
scNODE,MaDataset,simple,threshold,Real Time,0.016048145,False
scNODE,MaDataset,simple,F1,Real Time,0.4444444444444444,False
scNODE,MaDataset,simple,AUC_PRC,Real Time,,False
scNODE,MaDataset,simple,PRECISION,Real Time,0.3333333333333333,False
scNODE,MaDataset,simple,RECALL,Real Time,0.6666666666666666,False
scNODE,MaDataset,simple,AUC_ROC,Real Time,0.641025641025641,False
scNODE,GarciaAlonsoDataset,all_paths,threshold,Pseudotime,0.9401755,False
scNODE,GarciaAlonsoDataset,all_paths,F1,Pseudotime,0.5,False
scNODE,GarciaAlonsoDataset,all_paths,AUC_PRC,Pseudotime,,False
scNODE,GarciaAlonsoDataset,all_paths,PRECISION,Pseudotime,1.0,False
scNODE,GarciaAlonsoDataset,all_paths,RECALL,Pseudotime,0.3333333333333333,False
scNODE,GarciaAlonsoDataset,all_paths,AUC_ROC,Pseudotime,0.3487654320987654,False
scNODE,GarciaAlonsoDataset,simple,threshold,Pseudotime,0.026588673,False
scNODE,GarciaAlonsoDataset,simple,F1,Pseudotime,0.3333333333333333,False
scNODE,GarciaAlonsoDataset,simple,AUC_PRC,Pseudotime,,False
scNODE,GarciaAlonsoDataset,simple,PRECISION,Pseudotime,0.23076923076923078,False
scNODE,GarciaAlonsoDataset,simple,RECALL,Pseudotime,0.6,False
scNODE,GarciaAlonsoDataset,simple,AUC_ROC,Pseudotime,0.5806451612903225,False
scNODE,SuoDataset,all_paths,threshold,Pseudotime,0.020412093,False
scNODE,SuoDataset,all_paths,F1,Pseudotime,0.6782608695652174,False
scNODE,SuoDataset,all_paths,AUC_PRC,Pseudotime,,False
scNODE,SuoDataset,all_paths,PRECISION,Pseudotime,0.7358490566037735,False
scNODE,SuoDataset,all_paths,RECALL,Pseudotime,0.6290322580645161,False
scNODE,SuoDataset,all_paths,AUC_ROC,Pseudotime,0.5984144341170038,False
scNODE,SuoDataset,simple,threshold,Pseudotime,0.011279311,False
scNODE,SuoDataset,simple,F1,Pseudotime,0.20408163265306123,False
scNODE,SuoDataset,simple,AUC_PRC,Pseudotime,,False
scNODE,SuoDataset,simple,PRECISION,Pseudotime,0.1282051282051282,False
scNODE,SuoDataset,simple,RECALL,Pseudotime,0.5,False
scNODE,SuoDataset,simple,AUC_ROC,Pseudotime,0.5612612612612613,False
scNODE,SuoDataset,all_paths,JaccardSimilarity,Real Time,0.5844155844155844,False
scNODE,SuoDataset,simple,JaccardSimilarity,Real Time,0.15384615384615385,False
scNODE,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Real Time,0.3333333333333333,False
scNODE,GarciaAlonsoDataset,simple,JaccardSimilarity,Real Time,0.15384615384615385,False
scNODE,MaDataset,all_paths,JaccardSimilarity,Real Time,0.5,False
scNODE,MaDataset,simple,JaccardSimilarity,Real Time,0.2857142857142857,False
scNODE,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Pseudotime,0.3333333333333333,False
scNODE,GarciaAlonsoDataset,simple,JaccardSimilarity,Pseudotime,0.2,False
scNODE,SuoDataset,all_paths,JaccardSimilarity,Pseudotime,0.5131578947368421,False
scNODE,SuoDataset,simple,JaccardSimilarity,Pseudotime,0.11363636363636363,False
scNODE,MaDataset,all_paths,threshold,Pseudotime,0.019273128,False
scNODE,MaDataset,all_paths,JaccardSimilarity,Pseudotime,0.5384615384615384,False
scNODE,MaDataset,simple,threshold,Pseudotime,0.03818616,False
scNODE,MaDataset,simple,JaccardSimilarity,Pseudotime,0.2857142857142857,False
scNODE,SuoDataset,all_paths,threshold,Real Time,0.0,True
scNODE,SuoDataset,all_paths,F1,Real Time,0.6775956284153005,True
scNODE,SuoDataset,all_paths,AUC_PRC,Real Time,0.5399566042554607,True
scNODE,SuoDataset,all_paths,PRECISION,Real Time,0.512396694214876,True
scNODE,SuoDataset,all_paths,RECALL,Real Time,1.0,True
scNODE,SuoDataset,all_paths,AUC_ROC,Real Time,0.5166757791142701,True
scNODE,SuoDataset,simple,threshold,Real Time,0.0,True
scNODE,SuoDataset,simple,F1,Real Time,0.16666666666666666,True
scNODE,SuoDataset,simple,AUC_PRC,Real Time,0.14862756887835255,True
scNODE,SuoDataset,simple,PRECISION,Real Time,0.09090909090909091,True
scNODE,SuoDataset,simple,RECALL,Real Time,1.0,True
scNODE,SuoDataset,simple,AUC_ROC,Real Time,0.6126126126126126,True
scNODE,GarciaAlonsoDataset,all_paths,threshold,Real Time,0.0,True
scNODE,GarciaAlonsoDataset,all_paths,F1,Real Time,0.6666666666666666,True
scNODE,GarciaAlonsoDataset,all_paths,AUC_PRC,Real Time,0.4478395061728395,True
scNODE,GarciaAlonsoDataset,all_paths,PRECISION,Real Time,0.5,True
scNODE,GarciaAlonsoDataset,all_paths,RECALL,Real Time,1.0,True
scNODE,GarciaAlonsoDataset,all_paths,AUC_ROC,Real Time,0.22839506172839508,True
scNODE,GarciaAlonsoDataset,simple,threshold,Real Time,0.0,True
scNODE,GarciaAlonsoDataset,simple,F1,Real Time,0.2857142857142857,True
scNODE,GarciaAlonsoDataset,simple,AUC_PRC,Real Time,0.14555555555555555,True
scNODE,GarciaAlonsoDataset,simple,PRECISION,Real Time,0.16666666666666666,True
scNODE,GarciaAlonsoDataset,simple,RECALL,Real Time,1.0,True
scNODE,GarciaAlonsoDataset,simple,AUC_ROC,Real Time,0.4709677419354838,True
scNODE,MaDataset,all_paths,threshold,Real Time,0.0,True
scNODE,MaDataset,all_paths,F1,Real Time,0.72,True
scNODE,MaDataset,all_paths,AUC_PRC,Real Time,0.5305555555555557,True
scNODE,MaDataset,all_paths,PRECISION,Real Time,0.5625,True
scNODE,MaDataset,all_paths,RECALL,Real Time,1.0,True
scNODE,MaDataset,all_paths,AUC_ROC,Real Time,0.36507936507936506,True
scNODE,MaDataset,simple,threshold,Real Time,0.0,True
scNODE,MaDataset,simple,F1,Real Time,0.4,True
scNODE,MaDataset,simple,AUC_PRC,Real Time,0.3402777777777778,True
scNODE,MaDataset,simple,PRECISION,Real Time,0.25,True
scNODE,MaDataset,simple,RECALL,Real Time,1.0,True
scNODE,MaDataset,simple,AUC_ROC,Real Time,0.641025641025641,True
scNODE,GarciaAlonsoDataset,all_paths,threshold,Pseudotime,0.0,True
scNODE,GarciaAlonsoDataset,all_paths,F1,Pseudotime,0.6666666666666666,True
scNODE,GarciaAlonsoDataset,all_paths,AUC_PRC,Pseudotime,0.4357193732193732,True
scNODE,GarciaAlonsoDataset,all_paths,PRECISION,Pseudotime,0.5,True
scNODE,GarciaAlonsoDataset,all_paths,RECALL,Pseudotime,1.0,True
scNODE,GarciaAlonsoDataset,all_paths,AUC_ROC,Pseudotime,0.3487654320987654,True
scNODE,GarciaAlonsoDataset,simple,threshold,Pseudotime,0.0,True
scNODE,GarciaAlonsoDataset,simple,F1,Pseudotime,0.2857142857142857,True
scNODE,GarciaAlonsoDataset,simple,AUC_PRC,Pseudotime,0.18504273504273505,True
scNODE,GarciaAlonsoDataset,simple,PRECISION,Pseudotime,0.16666666666666666,True
scNODE,GarciaAlonsoDataset,simple,RECALL,Pseudotime,1.0,True
scNODE,GarciaAlonsoDataset,simple,AUC_ROC,Pseudotime,0.5806451612903225,True
scNODE,SuoDataset,all_paths,threshold,Pseudotime,0.0,True
scNODE,SuoDataset,all_paths,F1,Pseudotime,0.6775956284153005,True
scNODE,SuoDataset,all_paths,AUC_PRC,Pseudotime,0.5984675333018853,True
scNODE,SuoDataset,all_paths,PRECISION,Pseudotime,0.512396694214876,True
scNODE,SuoDataset,all_paths,RECALL,Pseudotime,1.0,True
scNODE,SuoDataset,all_paths,AUC_ROC,Pseudotime,0.5984144341170038,True
scNODE,SuoDataset,simple,threshold,Pseudotime,0.9596586,True
scNODE,SuoDataset,simple,F1,Pseudotime,0.18181818181818182,True
scNODE,SuoDataset,simple,AUC_PRC,Pseudotime,0.18978845708936537,True
scNODE,SuoDataset,simple,PRECISION,Pseudotime,1.0,True
scNODE,SuoDataset,simple,RECALL,Pseudotime,0.1,True
scNODE,SuoDataset,simple,AUC_ROC,Pseudotime,0.5612612612612613,True
scNODE,MaDataset,all_paths,threshold,Pseudotime,0.0,True
scNODE,MaDataset,all_paths,F1,Pseudotime,0.72,True
scNODE,MaDataset,all_paths,AUC_PRC,Pseudotime,0.480489417989418,True
scNODE,MaDataset,all_paths,PRECISION,Pseudotime,0.5625,True
scNODE,MaDataset,all_paths,RECALL,Pseudotime,1.0,True
scNODE,MaDataset,all_paths,AUC_ROC,Pseudotime,0.3253968253968254,True
scNODE,MaDataset,simple,threshold,Pseudotime,0.0,True
scNODE,MaDataset,simple,F1,Pseudotime,0.4,True
scNODE,MaDataset,simple,AUC_PRC,Pseudotime,0.2569444444444444,True
scNODE,MaDataset,simple,PRECISION,Pseudotime,0.25,True
scNODE,MaDataset,simple,RECALL,Pseudotime,1.0,True
scNODE,MaDataset,simple,AUC_ROC,Pseudotime,0.5769230769230769,True
scNODE,SuoDataset,all_paths,JaccardSimilarity,Real Time,0.512396694214876,True
scNODE,SuoDataset,simple,JaccardSimilarity,Real Time,0.09090909090909091,True
scNODE,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Real Time,0.5,True
scNODE,GarciaAlonsoDataset,simple,JaccardSimilarity,Real Time,0.16666666666666666,True
scNODE,MaDataset,all_paths,JaccardSimilarity,Real Time,0.5625,True
scNODE,MaDataset,simple,JaccardSimilarity,Real Time,0.25,True
scNODE,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Pseudotime,0.5,True
scNODE,GarciaAlonsoDataset,simple,JaccardSimilarity,Pseudotime,0.16666666666666666,True
scNODE,SuoDataset,all_paths,JaccardSimilarity,Pseudotime,0.512396694214876,True
scNODE,SuoDataset,simple,JaccardSimilarity,Pseudotime,0.1,True
scNODE,MaDataset,all_paths,JaccardSimilarity,Pseudotime,0.5625,True
scNODE,MaDataset,simple,JaccardSimilarity,Pseudotime,0.25,True
WOT,GarciaAlonsoDataset,all_paths,threshold,Real Time,0.46137786,False
WOT,GarciaAlonsoDataset,all_paths,F1,Real Time,0.56,False
WOT,GarciaAlonsoDataset,all_paths,AUC_PRC,Real Time,,False
WOT,GarciaAlonsoDataset,all_paths,PRECISION,Real Time,1.0,False
WOT,GarciaAlonsoDataset,all_paths,RECALL,Real Time,0.3888888888888889,False
WOT,GarciaAlonsoDataset,all_paths,AUC_ROC,Real Time,0.24074074074074073,False
WOT,GarciaAlonsoDataset,simple,threshold,Real Time,0.022727273,False
WOT,GarciaAlonsoDataset,simple,F1,Real Time,0.37037037037037035,False
WOT,GarciaAlonsoDataset,simple,AUC_PRC,Real Time,,False
WOT,GarciaAlonsoDataset,simple,PRECISION,Real Time,0.22727272727272727,False
WOT,GarciaAlonsoDataset,simple,RECALL,Real Time,1.0,False
WOT,GarciaAlonsoDataset,simple,AUC_ROC,Real Time,0.6645161290322581,False
WOT,GarciaAlonsoDataset,all_paths,threshold,Pseudotime,0.07437186,False
WOT,GarciaAlonsoDataset,all_paths,F1,Pseudotime,0.8372093023255814,False
WOT,GarciaAlonsoDataset,all_paths,AUC_PRC,Pseudotime,,False
WOT,GarciaAlonsoDataset,all_paths,PRECISION,Pseudotime,0.72,False
WOT,GarciaAlonsoDataset,all_paths,RECALL,Pseudotime,1.0,False
WOT,GarciaAlonsoDataset,all_paths,AUC_ROC,Pseudotime,0.4645061728395062,False
WOT,GarciaAlonsoDataset,simple,threshold,Pseudotime,0.033357862,False
WOT,GarciaAlonsoDataset,simple,F1,Pseudotime,0.5555555555555556,False
WOT,GarciaAlonsoDataset,simple,AUC_PRC,Pseudotime,,False
WOT,GarciaAlonsoDataset,simple,PRECISION,Pseudotime,0.38461538461538464,False
WOT,GarciaAlonsoDataset,simple,RECALL,Pseudotime,1.0,False
WOT,GarciaAlonsoDataset,simple,AUC_ROC,Pseudotime,0.8774193548387097,False
WOT,MaDataset,all_paths,threshold,Real Time,0.086834736,False
WOT,MaDataset,all_paths,F1,Real Time,0.875,False
WOT,MaDataset,all_paths,AUC_PRC,Real Time,,False
WOT,MaDataset,all_paths,PRECISION,Real Time,1.0,False
WOT,MaDataset,all_paths,RECALL,Real Time,0.7777777777777778,False
WOT,MaDataset,all_paths,AUC_ROC,Real Time,0.6031746031746031,False
WOT,MaDataset,simple,threshold,Real Time,0.007021063,False
